i9_health,i1_health,i2_health,i7a_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_11,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,weight,age,household_size,household_children,employment_status,gender_Female,gender_Male
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,4.0,5.0,5.0,5.0,3.0,1.0,5.0,4.0,5.0,6.0,0.8070918770000001,35.0,1.0,0.0,0.0,1.0,0.0
1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,4.0,3.0,0.761603913,27.0,1.0,0.0,0.0,0.0,1.0
1.0,2.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,0.9729750490000001,35.0,1.0,1.0,1.0,0.0,1.0
1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,8.0,1.413557135,34.0,0.0,0.0,1.0,0.0,1.0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,4.0,1.0,1.0,2.0,4.0,5.0,1.200369352,22.0,1.0,0.0,0.0,1.0,0.0
0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,0.0,0.7640199540000001,21.0,1.0,1.0,1.0,0.0,1.0
0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,2.0,5.0,1.0,3.0,3.0,1.0,5.0,2.0,4.0,5.0,0.905193824,61.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,5.0,5.0,5.0,2.0,5.0,4.0,1.0,3.0,2.0,0.7640199540000001,23.0,0.0,0.0,0.0,0.0,1.0
1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,7.0,1.162159123,54.0,1.0,1.0,0.0,1.0,0.0
0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,2.0,4.0,2.0,5.0,3.0,1.0,1.0,3.0,4.0,10.0,1.230518615,54.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,7.0,0.905193824,49.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,2.0,1.0,1.0,4.0,2.0,5.0,1.3645874580000001,57.0,0.0,0.0,1.0,0.0,1.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,8.0,0.93536786,39.0,1.0,1.0,1.0,1.0,0.0
0.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,10.0,0.853576963,19.0,1.0,1.0,0.0,0.0,1.0
0.0,1.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,5.0,1.0,4.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.006358535,51.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,3.0,20.0,1.26067987,71.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,10.0,0.845141156,31.0,0.0,0.0,0.0,1.0,0.0
1.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,7.0,1.221165898,47.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,10.0,0.843977856,58.0,0.0,0.0,0.0,1.0,0.0
0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,0.761603913,24.0,0.0,0.0,1.0,0.0,1.0
1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,1.0,3.0,4.0,3.0,12.0,0.86389085,29.0,1.0,1.0,0.0,1.0,0.0
0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,2.0,3.0,10.0,1.118459764,34.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,4.0,1.0,1.0,3.0,3.0,15.0,1.017283005,46.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0,5.0,5.0,1.453153457,78.0,0.0,0.0,0.0,0.0,1.0
1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,9.0,1.121359228,39.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,6.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,5.0,12.0,0.7640199540000001,20.0,0.0,0.0,0.0,0.0,1.0
1.0,3.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,4.0,3.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,8.0,0.869081622,44.0,1.0,1.0,1.0,0.0,1.0
0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,2.0,5.0,1.0,2.0,5.0,5.0,3.0,5.0,4.0,4.0,2.0,5.0,2.0,15.0,0.866333347,41.0,1.0,1.0,1.0,0.0,1.0
0.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,12.0,0.927447093,48.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,2.0,0.761603913,20.0,1.0,0.0,1.0,0.0,1.0
1.0,2.0,250.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,10.0,1.113921045,57.0,1.0,0.0,1.0,1.0,0.0
1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0.761603913,20.0,1.0,0.0,1.0,0.0,1.0
1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,0.801757515,36.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,1.0,5.0,4.0,4.0,5.0,0.824495726,87.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,1.0,4.0,3.0,1.0,1.0,5.0,4.0,8.0,0.84698657,60.0,0.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.087193501,45.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.916219085,41.0,0.0,0.0,1.0,0.0,1.0
0.0,3.0,300.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.165845848,60.0,1.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,2.0,4.0,1.0,0.866150676,25.0,0.0,0.0,1.0,1.0,0.0
0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,0.762841074,32.0,1.0,1.0,1.0,0.0,1.0
1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,3.0,20.0,0.723594573,41.0,0.0,0.0,1.0,0.0,1.0
0.0,5.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,2.0,2.0,4.0,5.0,12.0,1.033746418,52.0,1.0,1.0,0.0,1.0,0.0
1.0,4.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,5.0,3.0,5.0,0.970679517,53.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,0.7640199540000001,28.0,0.0,0.0,1.0,0.0,1.0
0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,4.0,1.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,3.0,1.0,1.0,3.0,4.0,3.0,1.221165898,50.0,1.0,0.0,1.0,0.0,1.0
1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,1.0,1.0,4.0,5.0,8.0,0.840548938,52.0,1.0,1.0,1.0,0.0,1.0
1.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,2.0,5.0,1.0,4.0,4.0,6.0,0.840548938,62.0,1.0,1.0,1.0,0.0,1.0
0.0,7.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,5.0,1.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,4.0,0.840548938,54.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,0.762841074,35.0,0.0,0.0,1.0,0.0,1.0
1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,5.0,3.0,0.998272787,54.0,1.0,1.0,0.0,0.0,1.0
0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,4.0,5.0,0.897024942,22.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,30.0,1.014066077,64.0,0.0,0.0,0.0,1.0,0.0
1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,4.0,5.0,15.0,1.022293618,33.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,1.087193501,59.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,8.0,1.017283005,63.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,10.0,0.929496763,50.0,1.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,1.109378404,38.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,7.0,0.721154278,21.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,5.0,5.0,3.0,1.081686454,73.0,0.0,0.0,0.0,1.0,0.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,1.0,1.0,2.0,4.0,6.0,1.17211548,23.0,1.0,1.0,0.0,1.0,0.0
0.0,1.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,5.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,4.0,4.0,8.0,1.113921045,59.0,0.0,0.0,1.0,1.0,0.0
1.0,5.0,30.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,6.0,0.9241683690000001,20.0,1.0,1.0,1.0,0.0,1.0
0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.850877718,21.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,4.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,3.0,4.0,1.024125041,54.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,4.0,1.0,5.0,3.0,5.0,4.0,0.39867775200000005,27.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,0.843977856,59.0,0.0,0.0,1.0,1.0,0.0
1.0,4.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,5.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,10.0,0.921718771,43.0,1.0,1.0,1.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,1.0,1.0,5.0,3.0,1.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,10.0,0.905193824,61.0,0.0,0.0,0.0,0.0,1.0
1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,1.081686454,75.0,0.0,0.0,0.0,1.0,0.0
1.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,6.0,1.3645874580000001,63.0,1.0,1.0,1.0,0.0,1.0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,3.0,5.0,4.0,10.0,1.118459764,44.0,1.0,1.0,1.0,0.0,1.0
1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,5.0,5.0,12.0,0.936601892,35.0,1.0,1.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,0.9392684000000001,54.0,0.0,0.0,1.0,0.0,1.0
0.0,4.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,5.0,5.0,5.0,21.0,0.921718771,39.0,1.0,0.0,1.0,0.0,1.0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,5.0,4.0,20.0,0.900608675,72.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.128119163,62.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,3.0,5.0,9.0,1.3645874580000001,51.0,0.0,0.0,0.0,0.0,1.0
1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,20.0,0.936601892,34.0,1.0,1.0,1.0,1.0,0.0
1.0,3.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,2.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,14.0,1.31508325,51.0,1.0,0.0,1.0,0.0,1.0
1.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.12455174,58.0,0.0,0.0,1.0,0.0,1.0
0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,1.087193501,60.0,1.0,1.0,0.0,0.0,1.0
1.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,3.0,2.0,5.0,0.936601892,40.0,1.0,1.0,1.0,1.0,0.0
1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,4.0,5.0,10.0,1.124916523,43.0,1.0,1.0,0.0,1.0,0.0
1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,10.0,1.087193501,56.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,0.960897847,67.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0,5.0,5.0,30.0,1.170552654,50.0,0.0,0.0,0.0,1.0,0.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,3.0,1.0,4.0,5.0,10.0,0.9646483379999999,56.0,1.0,0.0,0.0,1.0,0.0
1.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,3.0,1.0,3.0,2.0,2.0,5.0,1.17211548,20.0,1.0,0.0,1.0,1.0,0.0
0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,1.0,1.0,1.0,5.0,3.0,10.0,0.981718002,56.0,1.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,10.0,1.15409746,66.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,5.0,4.0,0.6685453170000001,62.0,0.0,0.0,1.0,1.0,0.0
1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,10.0,0.869081622,39.0,1.0,0.0,0.0,0.0,1.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,1.0,1.0,4.0,4.0,15.0,0.805710995,45.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,4.0,5.0,3.0,0.6685453170000001,55.0,0.0,0.0,1.0,1.0,0.0
1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,1.0,3.0,3.0,18.0,0.9677084979999999,63.0,1.0,1.0,0.0,1.0,0.0
1.0,1.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,1.3607135030000002,39.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,0.299008314,80.0,0.0,0.0,0.0,1.0,0.0
0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,1.022293618,31.0,1.0,0.0,1.0,1.0,0.0
0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,5.0,0.866631376,20.0,1.0,0.0,1.0,1.0,0.0
